# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	379685
#@/user_id	hotoo.rmbp
can guan 	參觀	c=1 d=1 t=37893
can ji 	殘疾	c=1 d=0 t=379685
can ji ren 	殘疾人	c=1 d=4.78016e-317 t=379685
can jia 	參加	c=43 d=0.256661 t=379685
can ju 	餐具	c=2 d=0 t=379685
can kao 	參考	c=234 d=0.00794669 t=379685
can kao dian 	參考點	c=18 d=2.63222e-92 t=379685
can kui 	慚愧	c=1 d=3.43819e-205 t=379685
can liu 	殘留	c=1 d=1 t=95897
can mou 	參謀	c=1 d=7.01851e-218 t=379685
can piao 	餐票	c=1 d=0 t=379685
can ren 	殘忍	c=1 d=1 t=39082
can sai 	參賽	c=0 d=0.1 t=84710
can sai lv 	參賽率	c=1 d=1 t=84711
can shu 	參數	c=315 d=0.150424 t=379685
can si 	蠶絲	c=1 d=4.76632e-136 t=379685
can ting 	餐廳	c=14 d=3.14555e-41 t=379685
can yi 	餐椅	c=1 d=0 t=379685
can yin 	餐飲	c=3 d=2.59781e-143 t=379685
can yin dian 	餐飲店	c=1 d=3.43559e-108 t=379685
can yu 	參與	c=94 d=0.0536647 t=379685
can yu lv 	參與率	c=1 d=1 t=84696
can zhan 	參戰	c=2 d=1.99005 t=64311
can zhao 	參照	c=1 d=1 t=64292
can zhuo 	餐桌	c=3 d=2.93903e-85 t=379685
cang 	倉	c=13 d=8.81691e-49 t=379685
cang 	藏	c=8 d=8.88734e-25 t=379685
cang cu 	倉促	c=2 d=4.49807e-131 t=379685
cang ku 	倉庫	c=320 d=0.658251 t=379685
cang ku de 	倉庫的	c=1 d=2.63267e-94 t=379685
cang kuo shan 	倉擴山	c=1 d=2.12184e-115 t=379685
cang long 	藏龍	c=1 d=1.77673e-203 t=379685
cang mang 	蒼茫	c=2 d=5.1454e-154 t=379685
cang qian 	倉前	c=1 d=5.87509e-126 t=379685
cang shan 	蒼山	c=0 d=2.41641e-116 t=379685
cang ying 	蒼蠅	c=4 d=3.46046e-25 t=379685
cao 	操	c=6 d=2.08835e-163 t=379685
cao 	曹	c=2 d=0 t=379685
cao 	槽	c=1 d=0 t=379685
cao 	草	c=17 d=0.0724398 t=379685
cao an 	草案	c=6 d=1.61055e-136 t=379685
cao ben 	草本	c=1 d=0 t=379685
cao cao 	草草	c=1 d=3.2646e-125 t=379685
cao di 	草地	c=4 d=2.93905e-25 t=379685
cao dian 	槽點	c=3 d=2.01589e-130 t=379685
cao gao 	槽糕	c=1 d=0 t=379685
cao gao 	草稿	c=0 d=0 t=379685
cao gao xiang 	草稿箱	c=1 d=0 t=379685
cao kong 	操控	c=1 d=1.06294e-306 t=379685
cao kong xing 	操控性	c=1 d=7.03599e-306 t=379685
cao lang feng 	曹浪峯	c=2 d=1.80252 t=106152
cao mei 	草莓	c=6 d=2.16736e-100 t=379685
cao pi 	草皮	c=1 d=1.57559e-25 t=379685
cao ping 	草坪	c=7 d=9.90803e-129 t=379685
cao shu 	草書	c=1 d=1 t=38541
cao shuai 	草率	c=1 d=1 t=44425
cao tang 	草堂	c=2 d=0.144522 t=379685
cao tu 	草圖	c=1 d=8.16519e-263 t=379685
cao xin 	操心	c=6 d=7.82971e-05 t=379685
cao yuan 	草原	c=1 d=0 t=379685
cao zhang ying fei 	草長鶯飛	c=1 d=0 t=379685
cao zhong 	草螽	c=1 d=9.24607e-255 t=379685
cao zong 	操縱	c=1 d=9.86735e-226 t=379685
cao zuo 	操作	c=168 d=0.170106 t=379685
cao zuo ren 	操作人	c=1 d=1.13815e-228 t=379685
cao zuo xi tong 	操作系統	c=36 d=2.83739e-07 t=379685
ce 	側	c=4 d=1.45738e-79 t=379685
ce 	冊	c=0 d=0.1 t=94158
ce 	測	c=39 d=2.07812e-26 t=379685
ce 	策	c=1 d=0.160414 t=379685
ce bian 	側邊	c=1 d=7.83428e-100 t=379685
ce bian lan 	側邊欄	c=2 d=2.60322e-126 t=379685
ce dao 	測到	c=1 d=9.91776e-139 t=379685
ce fang ting che 	側方停車	c=3 d=4.7979e-78 t=379685
ce fen 	測分	c=3 d=2.75019e-49 t=379685
ce lan 	側欄	c=1 d=0 t=379685
ce liang 	測量	c=19 d=1.14136e-146 t=379685
ce lve 	策略	c=105 d=3.66169e-05 t=379685
ce mian 	側面	c=1 d=0 t=379685
ce shi 	測試	c=496 d=0.375721 t=379685
ce shi ji 	測試機	c=1 d=2.50071e-136 t=379685
ce shi xing 	測試性	c=1 d=3.21586e-07 t=379685
ce shi yong li 	測試用例	c=6 d=9.10302e-13 t=379685
ce suo 	廁所	c=30 d=3.51812e-05 t=379685
ce zhong 	側重	c=1 d=6.11784e-308 t=379685
ceng 	層	c=49 d=6.62388e-08 t=379685
ceng 	曾	c=3 d=1.88517e-106 t=379685
ceng 	蹭	c=3 d=8.36727e-139 t=379685
ceng ci 	層次	c=5 d=2.08003e-28 t=379685
ceng da 	層疊	c=1 d=3.65549e-132 t=379685
ceng ji 	層級	c=9 d=8.52022e-28 t=379685
ceng jing 	曾經	c=4 d=0.00818869 t=379685
ceng mian 	層面	c=11 d=6.4137e-06 t=379685
cha 	差	c=73 d=7.56043e-05 t=379685
cha 	插	c=8 d=1.00102e-12 t=379685
cha 	查	c=180 d=0.580029 t=379685
cha 	茬	c=1 d=1.51737e-82 t=379685
cha 	茶	c=8 d=6.129e-65 t=379685
cha ban 	插板	c=2 d=8.32439e-108 t=379685
cha biao 	查表	c=1 d=0 t=379685
cha bie 	差別	c=9 d=0.00118858 t=379685
cha bu 	插補	c=1 d=0 t=379685
cha bu dao 	查不到	c=3 d=1.92994e-88 t=379685
cha bu duo 	差不多	c=116 d=0.733447 t=379685
cha bu duo le 	差不多了	c=1 d=0 t=379685
cha bu tai duo 	差不太多	c=1 d=1 t=85491
cha cha 	查查	c=5 d=4.29126e-283 t=379685
cha chi 	差池	c=1 d=4.36382e-245 t=379685
cha chu 	查處	c=1 d=1 t=15641
cha dang 	查檔	c=9 d=0 t=379685
cha dang han 	查檔函	c=1 d=0 t=379685
cha dao 	查到	c=7 d=1.27047e-30 t=379685
cha dian 	差點	c=13 d=2.651e-58 t=379685
cha dui 	插隊	c=4 d=1.77098e-18 t=379685
cha e 	差額	c=1 d=0 t=379685
cha gong ju 	查工具	c=1 d=1.39743e-172 t=379685
cha hu 	茶壺	c=2 d=3.12946e-157 t=379685
cha ji 	茶几	c=3 d=5.38184e-65 t=379685
cha jia 	差價	c=2 d=2.67985e-295 t=379685
cha jian 	插件	c=728 d=0.00629329 t=379685
cha jian ren 	插件人	c=1 d=1.1948e-270 t=379685
cha jiao dao 	察覺到	c=1 d=9.02575e-236 t=379685
cha ju 	差距	c=2 d=3.16896e-40 t=379685
cha kan 	查看	c=45 d=0.0556928 t=379685
cha lv 	差率	c=2 d=1.24382e-53 t=379685
cha qu 	插曲	c=1 d=0 t=379685
cha ru 	插入	c=16 d=3.0181e-25 t=379685
cha shang 	插上	c=1 d=9.16684e-242 t=379685
cha shao 	叉燒	c=1 d=1.099 t=56747
cha shao fan 	叉燒飯	c=1 d=1 t=56746
cha shou 	查收	c=6 d=1.50518e-46 t=379685
cha shui 	茶水	c=1 d=1.32724e-155 t=379685
cha shui jian 	茶水間	c=1 d=1.3339e-154 t=379685
cha tou 	插頭	c=4 d=2.72523e-30 t=379685
cha xian ban 	插線板	c=3 d=2.23912e-313 t=379685
cha xun 	查詢	c=158 d=1.97401 t=379685
cha yan 	查驗	c=3 d=1.08961e-39 t=379685
cha ye 	茶葉	c=2 d=1.24932e-295 t=379685
cha yi 	差異	c=12 d=2.05548e-06 t=379685
cha yi hua 	差異化	c=2 d=3.44987e-98 t=379685
cha yi xing 	差異性	c=1 d=0 t=379685
cha yu gong yuan 	茶語公園	c=2 d=2.41133e-149 t=379685
cha yue 	查閱	c=1 d=5.44188e-166 t=379685
cha zhao 	查找	c=17 d=8.85477e-70 t=379685
cha zheng 	查證	c=1 d=0 t=379685
cha zhi 	差值	c=2 d=2.31913e-14 t=379685
cha zi you 	茶籽油	c=1 d=2.00149e-222 t=379685
chai 	拆	c=39 d=0.0120342 t=379685
chai 	柴	c=1 d=2.09353e-104 t=379685
chai chu 	拆出	c=1 d=0 t=379685
chai chu 	拆除	c=3 d=5.2909e-41 t=379685
chai dao 	柴刀	c=1 d=4.26868e-221 t=379685
chai fen 	拆分	c=61 d=1.77779e-26 t=379685
chai kai 	拆開	c=3 d=5.9822e-162 t=379685
chai qian 	拆遷	c=2 d=1.45065e-53 t=379685
chai quan 	柴犬	c=1 d=5.8333e-189 t=379685
chai xie 	拆卸	c=1 d=0 t=379685
chan 	摻	c=1 d=3.13125e-105 t=379685
chan 	產	c=2 d=3.26283e-148 t=379685
chan 	禪	c=4 d=1.02299e-75 t=379685
chan 	纏	c=1 d=5.7752e-42 t=379685
chan 	蟬	c=1 d=1 t=61095
chan 	鏟	c=1 d=0 t=379685
chan che 	剷車	c=1 d=5.02451e-139 t=379685
chan chu 	產出	c=5 d=2.49517e-110 t=379685
chan di 	產地	c=1 d=6.45029e-166 t=379685
chan dou 	顫抖	c=1 d=1.65306e-119 t=379685
chan he 	摻和	c=1 d=1 t=76129
chan huo 	摻和	c=1 d=4.94066e-324 t=379685
chan jia 	產假	c=1 d=6.83219e-225 t=379685
chan pin 	產品	c=162 d=7.19003e-05 t=379685
chan pin xian 	產品線	c=3 d=2.20513e-68 t=379685
chan quan 	產權	c=2 d=4.65874e-44 t=379685
chan quan zheng 	產權證	c=1 d=1 t=86987
chan rao 	纏繞	c=1 d=1.44332e-111 t=379685
chan sheng 	產生	c=4 d=5.13529e-219 t=379685
chan yu 	單于	c=5 d=0 t=379685
chan zi 	鏟子	c=1 d=4.57475e-124 t=379685
chang 	唱	c=1 d=1 t=93564
chang 	嚐	c=1 d=1 t=18913
chang 	場	c=8 d=1.9579e-22 t=379685
chang 	常	c=14 d=2.50401e-34 t=379685
chang 	廠	c=3 d=1.26819e-148 t=379685
chang 	昌	c=1 d=0 t=379685
chang 	長	c=80 d=5.71287e-32 t=379685
chang an 	長安	c=3 d=1.72954e-63 t=379685
chang an 	長按	c=2 d=1.61757e-99 t=379685
chang bai shan 	長白山	c=1 d=1 t=105634
chang bei 	昌北	c=1 d=5.87591e-157 t=379685
chang chang 	嘗嘗	c=2 d=0 t=379685
chang chang 	長長	c=1 d=3.9136e-23 t=379685
chang cheng 	長城	c=2 d=1.53497e-100 t=379685
chang ci 	場次	c=1 d=1 t=77383
chang dao 	腸道	c=1 d=1.93374e-23 t=379685
chang di 	場地	c=3 d=1.69547e-114 t=379685
chang dou 	長豆	c=3 d=1 t=379375
chang du 	長度	c=35 d=0.0303487 t=379685
chang duan 	長短	c=1 d=2.20475e-66 t=379685
chang fa 	長髮	c=1 d=0 t=379685
chang ge 	唱歌	c=2 d=2.39245e-86 t=379685
chang gui 	常規	c=1 d=1 t=4619
chang he 	常喝	c=1 d=7.83054e-65 t=379685
chang hui lai 	常回來	c=1 d=7.69592e-155 t=379685
chang jia 	廠家	c=6 d=1.35085e-273 t=379685
chang jia 	長假	c=3 d=7.38283e-137 t=379685
chang jian 	常見	c=28 d=4.52293e-06 t=379685
chang jiang 	長江	c=9 d=3.38528e-73 t=379685
chang jing 	場景	c=209 d=0.00288065 t=379685
chang jing lu 	長頸鹿	c=1 d=0 t=379685
chang ju 	長句	c=5 d=1.18486e-229 t=379685
chang jue 	猖獗	c=1 d=5.88932e-125 t=379685
chang ke 	常客	c=0 d=0 t=379685
chang ke long 	常客隆	c=1 d=0 t=379685
chang kong 	長空	c=1 d=1 t=82561
chang kuan 	長寬	c=1 d=0.801173 t=95575
chang kuan bi 	長寬比	c=1 d=1 t=95576
chang kun 	長坤	c=1 d=0 t=379685
chang le 	長樂	c=18 d=1.54759e-96 t=379685
chang li 	廠裏	c=1 d=0 t=379685
chang liang 	常量	c=8 d=1.81491e-306 t=379685
chang long 	長龍	c=1 d=7.9465e-179 t=379685
chang mian 	場面	c=1 d=1 t=82509
chang mian ping 	長麪屏	c=3 d=1.01364 t=83362
chang ming 	長鳴	c=0 d=0.1 t=76766
chang pao 	長跑	c=2 d=1.956 t=28861
chang po 	長坡	c=2 d=4.46529e-183 t=379685
chang qi 	長期	c=6 d=1.19469e-21 t=379685
chang shang 	廠商	c=14 d=3.24356e-49 t=379685
chang shi 	嘗試	c=82 d=3.99333e-07 t=379685
chang shi 	常事	c=1 d=0 t=379685
chang shi 	常識	c=2 d=2.32981e-68 t=379685
chang shi jian 	長時間	c=5 d=3.03591e-06 t=379685
chang shi xia 	嘗試下	c=1 d=0 t=379685
chang shu 	常熟	c=44 d=5.79823e-30 t=379685
chang shu shi 	常熟市	c=2 d=2.32372e-26 t=379685
chang suo 	場所	c=9 d=5.99738 t=41680
chang tai 	常態	c=1 d=1 t=1093
chang tu 	長途	c=6 d=3.99389e-56 t=379685
chang wei 	腸胃	c=1 d=9.73786e-12 t=379685
chang wei yan 	腸胃炎	c=1 d=1 t=48292
chang wen 	常溫	c=1 d=4.33762e-233 t=379685
chang xi 	唱戲	c=1 d=1 t=77798
chang xiang 	暢想	c=1 d=8.89252e-120 t=379685
chang ye 	昌夜	c=4 d=1.60704e-81 t=379685
chang yong 	常用	c=74 d=2.68566e-05 t=379685
chang yong dian 	廠用電	c=1 d=1.96666e-192 t=379685
chang yong zi 	常用字	c=9 d=0 t=379685
chang zhou 	常州	c=2 d=4.42855e-183 t=379685
chang zhu 	常住	c=1 d=0 t=379685
chang zhu 	常駐	c=1 d=1 t=79874
chang zu 	長足	c=2 d=1.88692 t=49596
chang zuo 	常坐	c=1 d=5.09384e-65 t=379685
chao 	吵	c=19 d=1.92281e-25 t=379685
chao 	抄	c=4 d=1.03944e-102 t=379685
chao 	朝	c=3 d=2.37462e-145 t=379685
chao 	潮	c=8 d=1.06255 t=379685
chao 	炒	c=16 d=1.85344e-24 t=379685
chao 	超	c=15 d=6.03276e-18 t=379685
chao biao 	抄表	c=1 d=0 t=379685
chao biao 	超標	c=7 d=2.3333e-115 t=379685
chao cai 	炒菜	c=4 d=1.23591e-80 t=379685
chao chang 	超長	c=4 d=1.38352e-25 t=379685
chao chao 	吵吵	c=1 d=4.30788e-64 t=379685
chao chao chao 	吵吵吵	c=2 d=2.9756e-64 t=379685
chao che 	超車	c=6 d=2.99315e-180 t=379685
chao chu 	超出	c=14 d=6.47593e-07 t=379685
chao da 	超大	c=2 d=4.44512e-80 t=379685
chao dan 	炒蛋	c=2 d=3.40047e-46 t=379685
chao fan 	炒飯	c=2 d=2.14361e-88 t=379685
chao feng 	嘲諷	c=1 d=1 t=37995
chao gu 	炒股	c=1 d=0 t=379685
chao guo 	超過	c=22 d=1.29288e-22 t=379685
chao ji 	超級	c=9 d=5.61825e-12 t=379685
chao jia 	吵架	c=31 d=3.47758e-33 t=379685
chao ke tu 	朝克圖	c=1 d=1.37148e-128 t=379685
chao la rou 	吵臘肉	c=1 d=1.44436e-237 t=379685
chao liu 	潮流	c=1 d=2.09181e-65 t=379685
chao mo 	超模	c=4 d=0 t=379685
chao nan 	朝南	c=1 d=1 t=70473
chao nao 	吵鬧	c=1 d=1 t=28048
chao neng 	超能	c=1 d=0 t=379685
chao qian 	超前	c=1 d=0 t=379685
chao rou 	炒肉	c=3 d=3.9695e-46 t=379685
chao shan 	潮汕	c=1 d=1.09396e-174 t=379685
chao shan 	超山	c=4 d=2.18551e-198 t=379685
chao sheng bo 	超聲波	c=1 d=1.1742e-95 t=379685
chao shi 	潮溼	c=2 d=0.0619091 t=379685
chao shi 	超市	c=40 d=2.45526e-05 t=379685
chao shi 	超時	c=87 d=2.42727e-11 t=379685
chao song 	抄送	c=6 d=1.07125e-137 t=379685
chao su 	超速	c=2 d=1.478e-155 t=379685
chao ti 	超體	c=1 d=1 t=16127
chao xi 	抄襲	c=2 d=1 t=46582
chao xi 	潮汐	c=3 d=0 t=379685
chao xian 	超限	c=6 d=2.0968e-137 t=379685
chao xiao 	嘲笑	c=4 d=1.42779e-72 t=379685
chao xing 	吵醒	c=2 d=0 t=379685
chao yang 	朝陽	c=7 d=7.47896e-08 t=379685
chao yue 	超越	c=3 d=1 t=56805
chao zai 	超載	c=1 d=1.7786e-186 t=379685
chao zhong 	潮中	c=1 d=1 t=44322
chao zhou 	潮州	c=2 d=9.43246e-138 t=379685
chao zhou cai 	潮州菜	c=1 d=1 t=44324
chao zhou ren 	潮州人	c=1 d=0 t=379685
che 	扯	c=7 d=1.33225e-22 t=379685
che 	撤	c=4 d=4.22789e-15 t=379685
che 	車	c=295 d=0.0310657 t=379685
che bao 	車保	c=1 d=1.09783e-98 t=379685
che biao 	車標	c=1 d=6.49456e-217 t=379685
che cheng 	車程	c=1 d=3.11872e-146 t=379685
che chuang 	車窗	c=5 d=8.40233e-100 t=379685
che ci 	車次	c=1 d=1.72567e-66 t=379685
che dai 	車貸	c=7 d=1.25523e-86 t=379685
che dan 	扯淡	c=1 d=1.53144e-308 t=379685
che dao 	車道	c=31 d=5.35927e-05 t=379685
che deng 	車燈	c=2 d=3.4181e-215 t=379685
che di 	徹底	c=5 d=3.52868e-99 t=379685
che dui 	車隊	c=1 d=1.7627e-198 t=379685
che duo 	車多	c=1 d=1.50387e-212 t=379685
che fei 	車費	c=1 d=2.57557e-277 t=379685
che fen xiang 	車紛享	c=19 d=9.89257e-256 t=379685
che gong 	車工	c=1 d=1 t=19660
che guan 	車管	c=6 d=6.36292e-182 t=379685
che guan suo 	車管所	c=19 d=1.60535e-98 t=379685
che hui 	撤回	c=3 d=2.448e-62 t=379685
che jia 	車價	c=0 d=5.64802e-222 t=379685
che jia 	車架	c=12 d=3.76646e-219 t=379685
che jia hao 	車架號	c=12 d=7.75501e-98 t=379685
che jian 	車間	c=1 d=1 t=85590
che ju 	車距	c=2 d=4.20312e-186 t=379685
che ku 	車庫	c=38 d=3.09591e-12 t=379685
che lai che wo 	車來車我	c=1 d=0 t=379685
che li 	車裏	c=3 d=5.12389e-46 t=379685
che li zi 	車厘子	c=1 d=1 t=80358
che liang 	車輛	c=36 d=1.10992e-21 t=379685
che lie 	車裂	c=1 d=1 t=73276
che lun 	車輪	c=5 d=2.70714e-128 t=379685
che men 	車門	c=10 d=1.19816e-68 t=379685
che pai 	車牌	c=149 d=6.31759e-16 t=379685
che pai hao 	車牌號	c=2 d=1.47484e-218 t=379685
che peng 	車棚	c=1 d=1.70997e-223 t=379685
che pi 	扯皮	c=3 d=4.24099e-27 t=379685
che piao 	車票	c=11 d=1.16734e-26 t=379685
che qi 	車漆	c=1 d=4.95866e-219 t=379685
che shang 	車上	c=5 d=2.49152e-34 t=379685
che shang 	車商	c=4 d=2.04422e-294 t=379685
che shen 	車身	c=7 d=2.48722e-98 t=379685
che su 	車速	c=6 d=4.22689e-76 t=379685
che sun 	車損	c=3 d=9.66552e-158 t=379685
che suo 	車鎖	c=1 d=1 t=105248
che tai 	車台	c=1 d=3.44991e-245 t=379685
che tai 	車胎	c=1 d=1 t=40933
che tie 	車貼	c=0 d=0 t=379685
che tou 	車頭	c=2 d=1.91563e-220 t=379685
che wai 	車外	c=1 d=5.65879e-214 t=379685
che wei 	車位	c=52 d=0.0333214 t=379685
che xian 	車險	c=2 d=2.66003e-98 t=379685
che xiang 	車廂	c=2 d=1.94705e-29 t=379685
che xiao 	撤銷	c=9 d=6.70193e-15 t=379685
che xing 	車型	c=21 d=1.30202e-46 t=379685
che xing guan zhu du 	車型關注度	c=1 d=0 t=379685
che yong 	車用	c=1 d=8.64883e-146 t=379685
che zai 	車載	c=13 d=4.7352e-157 t=379685
che zhan 	車展	c=6 d=2.81594e-294 t=379685
che zhan 	車站	c=12 d=1.16318e-43 t=379685
che zhu 	車主	c=24 d=1.213e-07 t=379685
che zi 	車子	c=32 d=1.67592e-16 t=379685
che zu 	車組	c=1 d=4.05968e-248 t=379685
chen 	宸	c=1 d=0 t=379685
chen 	晨	c=3 d=5.99073e-120 t=379685
chen 	沉	c=2 d=2.35034e-83 t=379685
chen 	臣	c=2 d=1.3265e-119 t=379685
chen 	辰	c=7 d=8.84243e-138 t=379685
chen 	陳	c=18 d=1.89553e-19 t=379685
chen chao 	陳超	c=23 d=1.88549e-13 t=379685
chen ci 	忱辭	c=2 d=1.10404e-39 t=379685
chen cu 	陳醋	c=1 d=0 t=379685
chen dian 	沉澱	c=9 d=2.52522e-45 t=379685
chen guang 	晨光	c=1 d=7.8468e-60 t=379685
chen hui 	晨會	c=11 d=5.70975e-55 t=379685
chen ji 	趁機	c=1 d=3.15359e-71 t=379685
chen jian 	晨間	c=1 d=1 t=56272
chen lie 	陳列	c=2 d=2.41347e-60 t=379685
chen mo 	沉沒	c=2 d=2.10274e-236 t=379685
chen pao 	晨跑	c=1 d=3.34895e-131 t=379685
chen pao 	陳跑	c=1 d=3.33226e-131 t=379685
chen pi 	陳皮	c=1 d=1.81917e-217 t=379685
chen pi tang 	陳皮糖	c=2 d=4.68402e-137 t=379685
chen re 	趁熱	c=1 d=2.46533e-233 t=379685
chen rong song 	陳榮松	c=1 d=0 t=379685
chen shan 	襯衫	c=2 d=0.00351752 t=379685
chen tu 	塵土	c=1 d=0 t=379685
chen tuo 	襯托	c=1 d=1 t=59934
chen xiang 	沉香	c=2 d=8.16698e-193 t=379685
chen xiang 	陳香	c=1 d=7.17446e-300 t=379685
chen yi 	襯衣	c=2 d=3.1167e-109 t=379685
chen yi 	陳易	c=1 d=1 t=1661
chen yi xun 	陳奕迅	c=4 d=4.48594e-66 t=379685
chen yu 	沉魚	c=11 d=1.24371e-07 t=379685
chen yu luo yan 	沉魚落雁	c=1 d=9.8097e-69 t=379685
chen zhuo 	沉着	c=1 d=1 t=88689
cheng 	乘	c=5 d=1.81156e-108 t=379685
cheng 	城	c=23 d=0.000104055 t=379685
cheng 	成	c=433 d=0.370381 t=379685
cheng 	撐	c=11 d=0.0253494 t=379685
cheng 	程	c=6 d=2.34532e-146 t=379685
cheng 	稱	c=9 d=1.02703e-49 t=379685
cheng 	誠	c=2 d=1.97873e-117 t=379685
cheng bao 	承包	c=1 d=2.50156e-140 t=379685
cheng bao 	撐爆	c=1 d=6.00053e-198 t=379685
cheng bei 	城北	c=2 d=5.93414e-126 t=379685
cheng ben 	成本	c=23 d=4.48779e-16 t=379685
cheng bu zhu 	撐不住	c=1 d=5.5382e-49 t=379685
cheng ce 	成冊	c=1 d=1 t=39297
cheng chao 	成超	c=1 d=3.13766e-129 t=379685
cheng che 	乘車	c=5 d=2.56865e-136 t=379685
cheng chu 	撐出	c=1 d=0 t=379685
cheng dan 	城旦	c=0 d=0 t=379685
cheng dan 	承擔	c=14 d=9.03151e-126 t=379685
cheng de 	承德	c=0 d=4.56249e-211 t=379685
cheng du 	成都	c=41 d=1.23524e-14 t=379685
cheng du 	程度	c=17 d=1.84582e-05 t=379685
cheng fa 	乘法	c=1 d=1 t=73240
cheng fa 	懲罰	c=3 d=1.73863e-295 t=379685
cheng fan 	盛飯	c=2 d=6.12682e-47 t=379685
cheng gong 	成功	c=147 d=0.00695717 t=379685
cheng gong lv 	成功率	c=3 d=0 t=379685
cheng guan 	城管	c=8 d=9.97428e-147 t=379685
cheng guo 	成果	c=2 d=8.98918e-12 t=379685
cheng hao 	乘號	c=1 d=1 t=51900
cheng hu 	稱呼	c=1 d=1.32872e-79 t=379685
cheng hun 	成婚	c=1 d=2.44627e-83 t=379685
cheng ji 	成績	c=2 d=3.82465e-76 t=379685
cheng ji si han 	成吉思汗	c=3 d=0 t=379685
cheng jiao 	成交	c=13 d=1.09982e-178 t=379685
cheng jiao jia 	成交價	c=3 d=5.01532e-235 t=379685
cheng jie 	承接	c=2 d=2.20131e-78 t=379685
cheng jie ye 	承接頁	c=1 d=1 t=71664
cheng jiu gan 	成就感	c=3 d=7.78839e-266 t=379685
cheng ke 	乘客	c=7 d=2.35516e-107 t=379685
cheng ken 	誠懇	c=1 d=1 t=51793
cheng li 	乘立	c=72 d=1 t=379251
cheng li 	成立	c=8 d=4.22158e-120 t=379685
cheng nian 	成年	c=1 d=1.22853e-39 t=379685
cheng nian ren 	成年人	c=1 d=6.51042e-40 t=379685
cheng pin 	橙品	c=1 d=6.37282e-24 t=379685
cheng ren 	成人	c=0 d=0 t=379685
cheng ren 	承認	c=11 d=1.90911e-78 t=379685
cheng ren li 	成人禮	c=1 d=0 t=379685
cheng se 	成色	c=2 d=0 t=379685
cheng se 	橙色	c=4 d=2.09252e-69 t=379685
cheng shi 	城市	c=18 d=1.18898e-07 t=379685
cheng shi 	程式	c=3 d=0 t=379685
cheng shi 	誠實	c=2 d=1.22473e-32 t=379685
cheng shou 	成熟	c=3 d=4.3617e-63 t=379685
cheng shou 	承受	c=1 d=6.27367e-16 t=379685
cheng shu 	成熟	c=8 d=3.36961e-27 t=379685
cheng wei 	成爲	c=15 d=1.63272e-47 t=379685
cheng wei 	稱爲	c=9 d=5.58683e-93 t=379685
cheng wu 	乘五	c=1 d=0 t=379685
cheng xi 	城西	c=11 d=0.519442 t=379685
cheng xin 	誠信	c=1 d=1.72744e-78 t=379685
cheng xin 	誠心	c=1 d=0 t=379685
cheng xing 	成型	c=5 d=6.33349e-10 t=379685
cheng xu 	程序	c=81 d=8.94885e-10 t=379685
cheng xu yuan 	程序員	c=6 d=1.35161e-74 t=379685
cheng yi 	乘以	c=1 d=1.56662e-46 t=379685
cheng yi 	乘易	c=22 d=1.68729 t=60023
cheng yi 	誠意	c=1 d=6.79229e-68 t=379685
cheng yu 	成語	c=16 d=0.100761 t=379685
cheng yu 	承玉	c=20 d=5.39377e-91 t=379685
cheng yuan 	成員	c=13 d=1.67566e-31 t=379685
cheng zai 	承載	c=2 d=3.0653e-178 t=379685
cheng zhan 	城站	c=5 d=5.35244e-30 t=379685
cheng zhan huo che zhan 	城站火車站	c=1 d=0 t=379685
cheng zhang 	成長	c=9 d=4.50357e-116 t=379685
cheng zhe 	乘着	c=1 d=1 t=33414
cheng zhi 	橙汁	c=1 d=0 t=379685
cheng zhi 	稱職	c=1 d=1 t=25619
cheng zhi wei 	稱之爲	c=1 d=1.42454e-104 t=379685
cheng zhong 	承重	c=2 d=6.54909e-139 t=379685
cheng zi 	橙子	c=3 d=2.02725e-196 t=379685
cheng zuo 	乘坐	c=4 d=7.11747e-30 t=379685
chi 	吃	c=413 d=0.82903 t=379685
chi 	持	c=2 d=7.90072e-258 t=379685
chi 	池	c=6 d=0.178173 t=379685
chi 	馳	c=2 d=3.12763e-62 t=379685
chi a 	叱呵	c=1 d=5.57525e-98 t=379685
chi bang 	翅膀	c=3 d=8.26473e-43 t=379685
chi bao 	吃飽	c=5 d=1.63628e-146 t=379685
chi bo 	赤膊	c=1 d=7.28477e-68 t=379685
chi bu qi 	吃不起	c=1 d=0 t=379685
chi bu xiao 	吃不消	c=3 d=2.91172e-44 t=379685
chi cang 	持倉	c=8 d=8.35327e-114 t=379685
chi cao 	吃草	c=1 d=1.12884e-14 t=379685
chi chi 	吃吃	c=2 d=5.13333e-97 t=379685
chi cun 	尺寸	c=30 d=1.2849e-08 t=379685
chi dao 	吃到	c=1 d=4.96839e-07 t=379685
chi dao 	遲到	c=4 d=2.45534e-09 t=379685
chi dian 	吃點	c=1 d=1.93804e-196 t=379685
chi diao 	吃掉	c=2 d=2.74925e-45 t=379685
chi du 	尺度	c=1 d=3.20343e-79 t=379685
chi fa 	吃法	c=1 d=9.28127e-94 t=379685
chi fan 	吃飯	c=216 d=0.00656075 t=379685
chi fan qu 	吃飯去	c=1 d=0 t=379685
chi ge 	吃個	c=1 d=6.58732e-179 t=379685
chi ge fan 	吃個飯	c=2 d=1.35109e-177 t=379685
chi gu 	持股	c=4 d=0 t=379685
