# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	379685
#@/user_id	hotoo.rmbp
lan mao 	懶貓	c=1 d=2.72173e-103 t=379685
lan mei 	藍莓	c=2 d=0 t=379685
lan qiu 	籃球	c=8 d=3.57094e-92 t=379685
lan qiu chang 	籃球場	c=2 d=0.00137404 t=379685
lan se 	藍色	c=13 d=1.71981e-26 t=379685
lan shan 	瀾山	c=5 d=0.126186 t=379685
lan sheng 	纜繩	c=1 d=1 t=50052
lan tian 	藍天	c=4 d=9.47613e-15 t=379685
lan ting 	蘭亭	c=1 d=0 t=379685
lan ting ji xu 	蘭亭集序	c=1 d=0 t=379685
lan tou 	籃頭	c=1 d=1 t=79447
lan xiang 	蘭香	c=1 d=1.76599e-73 t=379685
lan xue hua 	藍雪花	c=1 d=2.03774e-51 t=379685
lan ya 	藍牙	c=14 d=1.03659e-56 t=379685
lan yong 	濫用	c=3 d=2.08832e-16 t=379685
lan yu 	蘭玉	c=1 d=3.67805e-28 t=379685
lan yu chong shu 	濫竽充數	c=1 d=2.8764e-165 t=379685
lan zhang 	爛賬	c=2 d=4.34258e-33 t=379685
lan zhang 	藍杖	c=1 d=1 t=38832
lan zhou 	蘭州	c=1 d=0 t=379685
lan zhu 	攔住	c=2 d=1.31569e-110 t=379685
lang 	朗	c=1 d=4.81273e-103 t=379685
lang 	狼	c=4 d=6.97875e-210 t=379685
lang 	郎	c=1 d=0 t=379685
lang du 	朗讀	c=3 d=3.35806e-16 t=379685
lang fei 	浪費	c=21 d=5.5192e-38 t=379685
lang hao 	狼豪	c=1 d=1 t=100797
lang man 	浪漫	c=2 d=1.34912e-14 t=379685
lang song 	朗誦	c=1 d=7.85131e-08 t=379685
lang tu teng 	狼圖騰	c=1 d=0 t=379685
lang ya 	琅琊	c=1 d=2.07618e-300 t=379685
lang yi 	朗逸	c=1 d=3.20465e-201 t=379685
lang zi 	浪子	c=5 d=5.90785e-14 t=379685
lao 	撈	c=4 d=3.65163e-92 t=379685
lao 	牢	c=1 d=0 t=379685
lao 	老	c=222 d=0.169789 t=379685
lao ba 	老爸	c=92 d=5.24798e-30 t=379685
lao bai xing 	老百姓	c=1 d=1 t=99598
lao ban 	老版	c=11 d=7.49836e-19 t=379685
lao ban 	老闆	c=37 d=1.181e-16 t=379685
lao bao 	老包	c=1 d=1 t=93534
lao bei jing 	老北京	c=1 d=3.35637e-157 t=379685
lao da 	老大	c=17 d=6.49714e-16 t=379685
lao da ge 	老大哥	c=1 d=0.0478349 t=379685
lao da ye 	老大爺	c=1 d=7.58601e-221 t=379685
lao dao 	老道	c=1 d=0 t=379685
lao dong 	勞動	c=12 d=8.02747e-210 t=379685
lao dong fa 	勞動法	c=1 d=0 t=379685
lao dong jie 	勞動節	c=2 d=9.67352e-81 t=379685
lao dong ju 	勞動局	c=5 d=0 t=379685
lao dong zhe 	勞動者	c=1 d=1.06467e-237 t=379685
lao ge 	老哥	c=12 d=2.19876e-34 t=379685
lao gong 	老公	c=12 d=1.10781e-28 t=379685
lao he shan 	老和山	c=2 d=5.52431e-137 t=379685
lao hu 	老虎	c=5 d=2.26712e-100 t=379685
lao hu qian 	老虎鉗	c=1 d=1 t=50147
lao huang 	老黃	c=1 d=2.0574e-252 t=379685
lao huang li 	老皇曆	c=1 d=0 t=379685
lao jia 	老家	c=150 d=0.00439899 t=379685
lao jiang 	老將	c=1 d=0 t=379685
lao jiang 	老蔣	c=2 d=0 t=379685
lao jiu 	老酒	c=1 d=4.50036e-137 t=379685
lao ka 	老卡	c=2 d=6.82293e-289 t=379685
lao kao 	牢靠	c=1 d=0 t=379685
lao kuan 	老款	c=3 d=1 t=105602
lao lao 	牢牢	c=0 d=0.1 t=95471
lao lao kong zhi 	牢牢控制	c=1 d=1 t=95472
lao long 	牢籠	c=1 d=0 t=379685
lao lu 	老路	c=1 d=3.47105e-23 t=379685
lao ma 	老媽	c=83 d=2.83066e-06 t=379685
lao meng 	老孟	c=3 d=3.15757e-229 t=379685
lao mu zhu 	老母豬	c=1 d=1 t=95010
lao nian 	老年	c=10 d=8.65435e-36 t=379685
lao nian ka 	老年卡	c=1 d=3.45825e-244 t=379685
lao nian ren 	老年人	c=2 d=3.26026e-80 t=379685
lao niang 	老孃	c=0 d=0 t=379685
lao niang jiu 	老孃舅	c=11 d=7.07917e-231 t=379685
lao po 	老婆	c=60 d=0.499662 t=379685
lao po xiao 	老破小	c=1 d=1 t=70897
lao qi 	撈起	c=1 d=2.45304e-233 t=379685
lao ren 	老人	c=3 d=1.91607e-62 t=379685
lao san 	老三	c=1 d=1.00144e-105 t=379685
lao shi 	老師	c=27 d=2.95632e-17 t=379685
lao shi 	老式	c=2 d=2.66827e-105 t=379685
lao shi 	老是	c=8 d=1.15596e-58 t=379685
lao shu 	老鼠	c=4 d=5.85445e-18 t=379685
lao shu shi 	老鼠屎	c=2 d=7.24374e-101 t=379685
lao shuo 	老說	c=1 d=0 t=379685
lao si ji 	老司機	c=3 d=7.39912e-16 t=379685
lao tai po 	老太婆	c=2 d=4.16014e-57 t=379685
lao tong 	老童	c=1 d=1 t=379392
lao tong xue 	老同學	c=1 d=0 t=379685
lao tou zi 	老頭子	c=1 d=6.23165e-319 t=379685
lao wai 	老外	c=1 d=0 t=379685
lao wu 	老五	c=10 d=7.05539e-52 t=379685
lao xin 	勞心	c=1 d=0.00315111 t=379685
lao ye 	老爺	c=1 d=2.47648e-51 t=379685
lao yi bei 	老一輩	c=1 d=0 t=379685
lao yong hu 	老用戶	c=2 d=1 t=95962
lao you ji 	老友記	c=3 d=1.02633e-193 t=379685
lao you tiao 	老油條	c=1 d=0 t=379685
lao yuan 	老遠	c=1 d=3.66122e-121 t=379685
lao zhou 	老周	c=2 d=4.33756e-138 t=379685
lao zhuang 	老莊	c=0 d=3.21555e-95 t=379685
lao zi 	勞資	c=1 d=1 t=81909
lao zi 	老子	c=1 d=0 t=379685
lao zong 	老總	c=4 d=0 t=379685
le 	了	c=9662 d=4.07045 t=379685
le 	勒	c=1 d=9.59125e-10 t=379685
le 	樂	c=6 d=0.000523486 t=379685
le a fei 	了阿飛	c=1 d=1 t=61048
le gao 	樂高	c=1 d=1 t=69940
le ge 	樂歌	c=1 d=1.02962e-108 t=379685
le guan 	樂觀	c=3 d=0 t=379685
le qu 	樂趣	c=2 d=0 t=379685
le shi 	樂事	c=2 d=0 t=379685
le yi 	了一	c=1 d=6.41265e-156 t=379685
le yi 	樂儀	c=1 d=6.44481e-156 t=379685
le yi 	樂意	c=2 d=0.00496372 t=379685
le yuan 	樂園	c=1 d=2.87533e-190 t=379685
lei 	淚	c=1 d=1 t=39308
lei 	磊	c=7 d=1.51732e-111 t=379685
lei 	累	c=26 d=4.87664e-23 t=379685
lei 	蕾	c=1 d=4.41937e-188 t=379685
lei 	鐳	c=1 d=4.44152e-188 t=379685
lei 	雷	c=1 d=1.40801e-55 t=379685
lei 	類	c=50 d=3.17835e-16 t=379685
lei bao 	雷暴	c=1 d=2.35828e-152 t=379685
lei bi 	類比	c=4 d=1 t=82498
lei bie 	類別	c=8 d=3.81243e-09 t=379685
lei bu lei 	累不累	c=1 d=0 t=379685
lei chu 	類出	c=1 d=1 t=56396
lei da 	雷達	c=7 d=1.14868e-160 t=379685
lei ge 	磊哥	c=34 d=1.25946e-08 t=379685
lei ji 	累計	c=16 d=1.92044e-30 t=379685
lei le 	累了	c=1 d=9.58278e-29 t=379685
lei mu 	類目	c=1 d=0 t=379685
lei pi 	雷劈	c=1 d=1.07977e-285 t=379685
lei se 	類色	c=2 d=1.7749e-44 t=379685
lei shi yu 	類似於	c=1 d=6.36632e-12 t=379685
lei si 	累死	c=2 d=6.48342e-137 t=379685
lei si 	類似	c=124 d=0.353381 t=379685
lei tu 	類圖	c=1 d=1 t=55484
lei xing 	類型	c=162 d=0.436049 t=379685
lei xing de 	類型的	c=1 d=0 t=379685
lei xing o na ge 	類型哦哪個	c=1 d=1.93763e-76 t=379685
lei zhen 	雷震	c=1 d=1.40836e-146 t=379685
lei zhen yu 	雷陣雨	c=1 d=5.93856e-76 t=379685
lei zhu 	勒住	c=1 d=2.25898e-234 t=379685
leng 	冷	c=21 d=1.04225e-05 t=379685
leng cang shi 	冷藏室	c=1 d=1 t=27654
leng dong 	冷凍	c=2 d=0 t=379685
leng dong shi 	冷凍室	c=1 d=1 t=27653
leng han 	冷汗	c=1 d=1 t=40440
leng jing 	棱鏡	c=2 d=3.84161e-128 t=379685
leng mo 	冷漠	c=1 d=1.94337e-52 t=379685
leng rou 	冷肉	c=1 d=4.71388e-06 t=379685
leng shui 	冷水	c=2 d=6.46484e-310 t=379685
leng xing 	稜型	c=5 d=4.54381 t=65980
leng zhan 	冷戰	c=1 d=0 t=379685
li 	例	c=1 d=1.24897e-86 t=379685
li 	利	c=9 d=0.000211772 t=379685
li 	力	c=4 d=3.27552e-223 t=379685
li 	李	c=27 d=1.28902e-75 t=379685
li 	梨	c=9 d=1.90301e-11 t=379685
li 	犁	c=1 d=1.54319e-104 t=379685
li 	理	c=21 d=5.98926e-29 t=379685
li 	禮	c=9 d=1.99195e-19 t=379685
li 	立	c=2 d=1.18314e-96 t=379685
li 	粒	c=1 d=1.94021e-121 t=379685
li 	莉	c=2 d=3.90894e-09 t=379685
li 	裏	c=1050 d=0.678518 t=379685
li 	離	c=17 d=0.247833 t=379685
li 	鯉	c=1 d=1 t=16327
li 	麗	c=6 d=3.88944e-09 t=379685
li 	黎	c=1 d=0 t=379685
li an 	立案	c=1 d=1 t=68660
li ba 	籬笆	c=3 d=0 t=379685
li bai 	禮拜	c=1 d=3.3327e-162 t=379685
li bu kai 	離不開	c=1 d=1 t=23087
li cai 	理財	c=34 d=1.24817e-13 t=379685
li ceng 	裏層	c=1 d=3.75318e-295 t=379685
li chang 	立場	c=1 d=4.62952e-117 t=379685
li chang 	離場	c=1 d=1 t=102522
li chang hao 	李昌鎬	c=1 d=0 t=379685
li chang qi 	李昌祺	c=1 d=1 t=82573
li cheng 	歷程	c=1 d=2.8677e-101 t=379685
li cheng bei 	里程碑	c=4 d=5.07054e-158 t=379685
li cheng biao 	里程錶	c=1 d=7.62656e-78 t=379685
li cheng fei 	歷程費	c=1 d=0 t=379685
li cheng shu 	歷程數	c=1 d=2.88207e-100 t=379685
li de 	利得	c=0 d=0 t=379685
li de yi 	利得藝	c=1 d=0 t=379685
li dian 	力點	c=1 d=1 t=63083
li ding 	立定	c=1 d=1.93428e-85 t=379685
li du 	力度	c=3 d=0.000459671 t=379685
li du 	粒度	c=6 d=5.81541e-06 t=379685
li fa 	理髮	c=28 d=2.83992e-15 t=379685
li fa 	立法	c=2 d=1.80252 t=95402
li fa qi 	理髮器	c=1 d=0 t=379685
li fang 	立方	c=2 d=0 t=379685
li fang mi 	立方米	c=1 d=5.3725e-74 t=379685
li fu 	禮服	c=1 d=6.86406e-74 t=379685
li gang 	李綱	c=2 d=1.73168e-158 t=379685
li gong 	理工	c=3 d=0 t=379685
li hai 	厲害	c=18 d=0.133999 t=379685
li han zhi 	李漢志	c=2 d=0 t=379685
li hao 	利好	c=1 d=0 t=379685
li he 	禮盒	c=3 d=0 t=379685
li hui 	例會	c=2 d=1.15283e-173 t=379685
li hui 	理會	c=19 d=8.99989e-26 t=379685
li hun 	離婚	c=5 d=1.50158e-66 t=379685
li hun zheng 	離婚證	c=2 d=0 t=379685
li ji 	立即	c=34 d=0.164489 t=379685
li ji rou 	裏脊肉	c=1 d=2.21681e-277 t=379685
li jiang 	麗江	c=1 d=0 t=379685
li jie 	理解	c=103 d=0.0110353 t=379685
li jie 	禮節	c=1 d=0 t=379685
li jie li 	理解力	c=1 d=4.12664e-264 t=379685
li jin 	禮金	c=1 d=4.01625e-151 t=379685
li jing jing 	黎晶晶	c=3 d=0 t=379685
li kai 	離開	c=41 d=4.57482e-17 t=379685
li kai liang 	離開量	c=1 d=1.65615e-141 t=379685
li kai lv 	離開率	c=14 d=2.38023e-17 t=379685
li kan 	裏看	c=1 d=5.36087e-166 t=379685
li ke 	立刻	c=7 d=9.90323e-63 t=379685
li ke qin 	李克勤	c=1 d=2.98811e-319 t=379685
li li 	粒粒	c=1 d=1 t=47258
li li wai wai 	裏裏外外	c=1 d=1.31601e-201 t=379685
li li zai mu 	歷歷在目	c=1 d=3.7037e-139 t=379685
li lian 	歷練	c=1 d=6.82921e-308 t=379685
li lian jie 	李連杰	c=1 d=3.11352e-97 t=379685
li liang 	力量	c=2 d=6.60837e-98 t=379685
li liao 	理療	c=2 d=1.75008e-104 t=379685
li ling 	李玲	c=1 d=1.30198e-75 t=379685
li lun 	理論	c=22 d=1.39345e-08 t=379685
li lun ke 	理論課	c=1 d=5.76777e-115 t=379685
li lun shang 	理論上	c=3 d=1.08421e-10 t=379685
li lv 	利率	c=31 d=5.45685e-22 t=379685
li ma 	立馬	c=2 d=0.66034 t=379685
li mao 	狸貓	c=1 d=1 t=98934
li mao 	禮貌	c=4 d=9.26858e-186 t=379685
li me 	裏麼	c=1 d=8.56623e-92 t=379685
li mi 	釐米	c=4 d=5.51201e-171 t=379685
li mian 	裏面	c=156 d=0.458668 t=379685
li ming 	黎明	c=2 d=0.382893 t=379685
li nian 	歷年	c=4 d=0 t=379685
li nian 	理念	c=3 d=2.77027e-17 t=379685
li pei 	理賠	c=1 d=3.13797e-42 t=379685
li pin 	禮品	c=11 d=0.532592 t=379685
li qi 	利器	c=6 d=4.91265e-256 t=379685
li qi 	力氣	c=1 d=8.23115e-05 t=379685
li qi 	戾氣	c=2 d=9.07578e-174 t=379685
li qi 	李頎	c=56 d=0.00176389 t=379685
li rang 	禮讓	c=4 d=8.82411e-186 t=379685
li ru 	例如	c=137 d=0.0696601 t=379685
li run 	利潤	c=1 d=5.99563e-159 t=379685
li shi 	歷史	c=71 d=0.316923 t=379685
li shi 	立式	c=3 d=0 t=379685
li shi da shou 	歷史大壽	c=1 d=0 t=379685
li shi shi 	李世石	c=1 d=8.51516e-198 t=379685
li si 	李四	c=6 d=0 t=379685
li suo 	利索	c=1 d=5.59862e-59 t=379685
li tao 	李濤	c=1 d=1.30118e-156 t=379685
li ting 	力挺	c=1 d=0 t=379685
li wai 	例外	c=8 d=3.27236e-06 t=379685
li wei 	李衛	c=3 d=0 t=379685
li wo 	離我	c=2 d=7.57151e-81 t=379685
li wu 	禮物	c=14 d=1.32426e-10 t=379685
li xi 	利息	c=50 d=1.41271e-06 t=379685
li xi shui 	利息稅	c=9 d=5.59007e-179 t=379685
li xian 	離線	c=18 d=1.35405e-07 t=379685
li xian ba 	裏先把	c=1 d=1 t=5312
li xian bao 	離線包	c=78 d=3.07596e-13 t=379685
li xiang 	理想	c=8 d=4.03484e-29 t=379685
li xiang 	麗香	c=2 d=0 t=379685
li xiao 	李曉	c=2 d=1.0696 t=100549
li xing 	例行	c=1 d=2.42424e-153 t=379685
li ya 	利亞	c=1 d=0 t=379685
li ya 	麗雅	c=1 d=1.13427e-41 t=379685
li yang 	溧陽	c=3 d=0 t=379685
li yi 	利益	c=2 d=4.04588e-208 t=379685
li yong 	利用	c=12 d=2.72329e-51 t=379685
li yong lv 	利用率	c=1 d=3.50682e-261 t=379685
li you 	理由	c=16 d=5.92765e-25 t=379685
li yu 	利於	c=5 d=6.79365e-41 t=379685
li zhen xian 	李貞賢	c=1 d=1 t=62210
li zhi 	理智	c=1 d=8.73426e-144 t=379685
li zhi 	立志	c=1 d=4.4362e-27 t=379685
li zhi 	荔枝	c=4 d=1.01113e-232 t=379685
li zhi 	離職	c=9 d=1.14094e-12 t=379685
li zi 	例子	c=27 d=1.02612e-68 t=379685
li zi 	李子	c=5 d=8.32814e-46 t=379685
li zong 	理綜	c=1 d=1.032e-47 t=379685
lia 	倆	c=0 d=4.89779e-163 t=379685
lia ni xiang 	倆你想	c=1 d=4.92235e-162 t=379685
lian 	戀	c=2 d=2.55315e-196 t=379685
lian 	練	c=2 d=1.23423e-64 t=379685
lian 	聯	c=11 d=1.43705e-148 t=379685
lian 	臉	c=10 d=3.48655e-46 t=379685
lian 	蓮	c=0 d=0 t=379685
lian 	連	c=59 d=8.87828e-13 t=379685
lian bai 	連敗	c=1 d=1 t=21357
lian ben dai li 	連本帶利	c=1 d=1.63867e-75 t=379685
lian chang 	連場	c=1 d=0 t=379685
lian che 	練車	c=1 d=0 t=379685
lian dong 	聯動	c=21 d=2.55226e-82 t=379685
lian guan 	連貫	c=1 d=0 t=379685
lian he 	聯合	c=2 d=3.32917e-32 t=379685
lian hong 	臉紅	c=1 d=1 t=18343
lian hua 	聯華	c=23 d=6.17481e-35 t=379685
lian hua 	蓮花	c=1 d=0 t=379685
lian ji 	聯機	c=1 d=7.05002e-65 t=379685
lian jia 	廉價	c=2 d=3.73263e-113 t=379685
lian jia 	鏈家	c=4 d=2.70004 t=70245
lian jia fang 	廉價房	c=1 d=2.11818e-124 t=379685
lian jie 	連接	c=45 d=0.839457 t=379685
lian jie 	鏈接	c=184 d=0.00400425 t=379685
lian jie fu 	連接符	c=1 d=1 t=101867
lian lian 	練練	c=1 d=1 t=78055
lian lu 	鏈路	c=19 d=1.14337e-44 t=379685
lian luo 	聯絡	c=1 d=1.28745e-237 t=379685
lian meng 	聯盟	c=3 d=0 t=379685
lian ou 	蓮藕	c=2 d=9.99935e-59 t=379685
lian peng 	蓮蓬	c=1 d=0.543351 t=379685
lian pi 	臉皮	c=1 d=0 t=379685
lian qi lai 	連起來	c=2 d=1 t=42249
lian qiao 	連翹	c=5 d=7.61785e-211 t=379685
lian ren 	戀人	c=1 d=2.51383e-80 t=379685
lian shang 	連上	c=3 d=0 t=379685
lian suo 	連鎖	c=2 d=3.47854e-254 t=379685
lian tiao 	聯調	c=34 d=0.000476782 t=379685
lian tiao 	鏈條	c=1 d=7.35948e-41 t=379685
lian tong 	聯通	c=24 d=1.69127e-35 t=379685
lian tong 	連同	c=1 d=8.39472e-295 t=379685
lian tong 	連通	c=1 d=1.02738e-53 t=379685
lian wang 	聯網	c=4 d=2.16059e-103 t=379685
lian xi 	練習	c=12 d=3.12328e-75 t=379685
lian xi 	聯繫	c=170 d=0.248561 t=379685
lian xi ren 	聯繫人	c=15 d=7.35572e-35 t=379685
lian xian 	連線	c=1 d=1.74167e-292 t=379685
lian xiang 	聯想	c=1 d=0.108609 t=379685
lian xu 	連續	c=62 d=0.00166988 t=379685
lian xu xing 	連續性	c=1 d=8.94899e-165 t=379685
lian yi qun 	連衣裙	c=2 d=1.12436e-26 t=379685
lian zhe 	連着	c=1 d=0 t=379685
lian zi 	簾子	c=3 d=1.41825e-52 t=379685
liang 	亮	c=25 d=1.11704e-08 t=379685
liang 	倆	c=5 d=8.48416e-67 t=379685
liang 	兩	c=41 d=2.66301e-23 t=379685
liang 	晾	c=4 d=3.27671e-51 t=379685
liang 	樑	c=2 d=0 t=379685
liang 	涼	c=10 d=3.24411e-51 t=379685
liang 	糧	c=1 d=0 t=379685
liang 	良	c=4 d=2.16577e-118 t=379685
liang 	輛	c=18 d=7.22504e-30 t=379685
liang 	量	c=121 d=0.0254365 t=379685
liang an 	兩岸	c=1 d=1.16743e-174 t=379685
liang ba 	兩把	c=1 d=1.05647e-58 t=379685
liang bai 	兩百	c=1 d=7.65982e-41 t=379685
liang bao 	兩包	c=1 d=1.91472e-230 t=379685
liang bei 	兩倍	c=1 d=2.36215e-230 t=379685
liang bi 	良幣	c=1 d=1 t=104154
liang bian 	兩遍	c=2 d=2.67582e-50 t=379685
liang bian 	兩邊	c=11 d=0.2334 t=379685
liang bu 	兩部	c=3 d=1.72514e-33 t=379685
liang bu gan 	涼不幹	c=2 d=3.29314e-135 t=379685
liang ce 	兩側	c=2 d=5.26725e-194 t=379685
liang ceng 	兩層	c=2 d=3.67886e-295 t=379685
liang che 	兩車	c=6 d=4.01267e-23 t=379685
liang chu 	兩處	c=1 d=0 t=379685
liang ci 	兩次	c=45 d=0.609571 t=379685
liang ci 	量詞	c=5 d=2.88054e-79 t=379685
liang da 	量大	c=1 d=7.92412e-234 t=379685
liang di 	兩地	c=1 d=8.41126e-230 t=379685
liang dian 	亮點	c=6 d=3.60138e-136 t=379685
liang dian 	兩點	c=1 d=1.77611e-52 t=379685
liang du 	亮度	c=2 d=1.25245e-60 t=379685
liang duan 	兩端	c=4 d=1 t=91578
liang fang 	兩方	c=1 d=1 t=101601
liang fen 	兩份	c=4 d=7.18289e-20 t=379685
liang ge 	兩個	c=223 d=0.522046 t=379685
liang ge ren 	兩個人	c=1 d=5.28572e-147 t=379685
liang gu 	兩股	c=1 d=1 t=34839
liang guo 	兩國	c=1 d=0 t=379685
liang hang 	兩行	c=5 d=1.30712e-92 t=379685
liang hao 	良好	c=2 d=8.9125e-117 t=379685
liang hao 	靚號	c=1 d=0 t=379685
liang hua 	量化	c=1 d=0 t=379685
liang hui shi 	兩回事	c=1 d=0 t=379685
liang ji 	兩季	c=1 d=2.99697e-295 t=379685
liang ji 	量級	c=3 d=6.54041e-94 t=379685
liang jia 	兩家	c=1 d=0 t=379685
liang jian 	兩件	c=2 d=1.21702e-214 t=379685
liang jie 	諒解	c=2 d=2.86225e-107 t=379685
liang jin 	兩斤	c=2 d=1.68063e-307 t=379685
liang jing ru 	梁靜茹	c=1 d=0 t=379685
liang ju 	兩句	c=3 d=8.8626e-51 t=379685
liang ju 	兩局	c=1 d=1 t=69026
liang ke 	兩可	c=1 d=1.29799e-39 t=379685
liang kou 	兩口	c=1 d=0 t=379685
liang kou zi 	兩口子	c=1 d=1.81291e-58 t=379685
liang kuan 	兩款	c=1 d=1.16572e-98 t=379685
liang liang 	亮亮	c=2 d=1.29345e-86 t=379685
liang liang 	兩輛	c=1 d=0 t=379685
liang lun 	兩輪	c=1 d=1 t=99622
liang mian 	涼麪	c=3 d=1.65383e-07 t=379685
liang nian 	兩年	c=2 d=8.86626e-144 t=379685
liang pai 	兩排	c=1 d=0 t=379685
liang pi 	涼皮	c=13 d=0.00338373 t=379685
liang qi 	兩起	c=2 d=2.67718e-56 t=379685
liang ren 	兩人	c=1 d=1 t=46476
liang shuang 	兩雙	c=1 d=5.23417e-120 t=379685
liang shuang 	涼爽	c=2 d=9.53413e-15 t=379685
liang sui 	兩歲	c=1 d=4.37746e-76 t=379685
liang tai 	兩臺	c=3 d=1.5816e-11 t=379685
liang tang 	兩趟	c=2 d=6.78959e-269 t=379685
liang tian 	兩天	c=47 d=1.01177e-20 t=379685
liang tiao 	兩條	c=2 d=3.91388e-112 t=379685
liang ting 	涼亭	c=2 d=3.16522e-136 t=379685
liang tong 	兩桶	c=1 d=1 t=16535
liang tou 	兩頭	c=3 d=3.12018e-34 t=379685
liang wei 	兩位	c=2 d=1.60803e-147 t=379685
liang xi 	晾洗	c=2 d=1.78963e-53 t=379685
liang xia 	兩下	c=3 d=2.72256e-136 t=379685
liang xie 	涼鞋	c=1 d=0 t=379685
liang xin 	良心	c=1 d=5.26047e-267 t=379685
liang xing 	涼性	c=2 d=6.22162e-65 t=379685
liang xing 	良性	c=2 d=7.11806e-266 t=379685
liang yan 	亮眼	c=1 d=1 t=47449
liang yang 	兩樣	c=1 d=6.94209e-295 t=379685
liang yi 	晾衣	c=2 d=1.68875e-135 t=379685
liang yi jia 	晾衣架	c=10 d=7.31109e-81 t=379685
liang yun 	良運	c=1 d=1 t=379559
liang zhang 	兩張	c=12 d=1.11102e-62 t=379685
liang zhe 	亮着	c=1 d=1.29645e-25 t=379685
liang zhe 	兩者	c=13 d=1.00492e-87 t=379685
liang zhi 	兩支	c=1 d=0 t=379685
liang zhi 	兩隻	c=6 d=5.67357e-39 t=379685
liang zhong 	兩種	c=38 d=1.10022e-06 t=379685
liang zhong 	良種	c=1 d=0 t=379685
liang zhou 	兩週	c=3 d=1.58677e-20 t=379685
liang zhu 	兩株	c=1 d=0 t=379685
liang zhu 	良渚	c=178 d=1.33957 t=379685
liang zhu dian 	良渚店	c=1 d=0 t=379685
liang zhu wen hua cun 	良渚文化村	c=2 d=1.31942e-202 t=379685
liang zhu zhan 	良渚站	c=1 d=1 t=62716
liang zhu zhen 	良渚鎮	c=2 d=1.75058e-16 t=379685
liang zi 	量子	c=3 d=1.09345e-113 t=379685
liao 	了	c=32 d=9.52201e-13 t=379685
liao 	料	c=1 d=2.09716e-95 t=379685
liao 	聊	c=50 d=1.99007e-20 t=379685
liao 	遼	c=3 d=1.89997e-123 t=379685
liao bu qi 	了不起	c=2 d=5.44212e-79 t=379685
liao cheng 	療程	c=1 d=1 t=106202
liao dao 	料到	c=2 d=1.23682e-164 t=379685
liao jie 	瞭解	c=98 d=3.32351e-12 t=379685
liao jiu 	料酒	c=4 d=1.05835e-167 t=379685
liao li 	料理	c=1 d=1.07768e-174 t=379685
liao liao 	聊聊	c=18 d=8.53551e-24 t=379685
liao liao wu ji 	寥寥無幾	c=1 d=1 t=49167
liao mu 	了木	c=1 d=5.07085e-100 t=379685
liao tian 	聊天	c=30 d=4.21984e-27 t=379685
liao xia 	撂下	c=1 d=0 t=379685
liao xian 	聊閒	c=3 d=9.07694e-36 t=379685
liao yang 	療養	c=3 d=1.70009e-08 t=379685
lie 	列	c=30 d=7.79198e-08 t=379685
lie 	烈	c=1 d=4.52875e-64 t=379685
lie 	獵	c=1 d=0 t=379685
lie bao 	獵豹	c=4 d=0 t=379685
lie bi 	劣幣	c=1 d=1 t=104155
lie bi qu zhu 	列比驅逐	c=1 d=1 t=104153
lie biao 	列表	c=273 d=0.46075 t=379685
lie chu 	列出	c=13 d=2.51442e-24 t=379685
lie feng 	裂縫	c=3 d=0 t=379685
lie hao 	列號	c=1 d=1 t=35330
lie ju 	列舉	c=2 d=1 t=68110
lie kai 	裂開	c=1 d=0 t=379685
lie ri 	烈日	c=1 d=1 t=55250
lie tou 	獵頭	c=2 d=1.16043e-162 t=379685
lie xia 	列下	c=1 d=0 t=379685
lie zhi 	劣質	c=1 d=1 t=16603
lie zhuan 	列傳	c=5 d=2.8154e-60 t=379685
lin 	凜	c=1 d=2.07954e-84 t=379685
lin 	林	c=9 d=1.81143e-19 t=379685
lin 	琳	c=0 d=2.01133e-310 t=379685
lin 	臨	c=2 d=3.52185e-135 t=379685
lin an 	臨安	c=4 d=0 t=379685
lin chang 	林場	c=15 d=1.55535e-96 t=379685
lin chuan 	臨川	c=1 d=0 t=379685
lin hai 	林海	c=3 d=1.84471e-86 t=379685
lin hai 	臨海	c=1 d=2.64398e-115 t=379685
lin hai shi 	臨海市	c=2 d=4.96771e-115 t=379685
lin jiang 	臨江	c=1 d=0 t=379685
lin jiang hua yuan 	臨江花園	c=1 d=0 t=379685
lin jie 	臨界	c=0 d=0.1 t=19764
lin jie zhi 	臨界值	c=1 d=1 t=19765
lin jin 	鄰近	c=6 d=4.23509e-40 t=379685
lin ju 	鄰居	c=35 d=2.56435e-20 t=379685
lin ju men 	鄰居們	c=1 d=0 t=379685
lin li jin zhi 	淋漓盡致	c=2 d=0 t=379685
lin lin zong zong 	林林總總	c=1 d=5.22233e-299 t=379685
lin men 	臨門	c=0 d=0 t=379685
lin pai 	臨牌	c=51 d=3.42225e-165 t=379685
lin ping 	臨平	c=6 d=3.20636e-31 t=379685
lin shi 	臨時	c=51 d=1.12107e-21 t=379685
lin shi wen jian 	臨時文件	c=1 d=0 t=379685
lin si qian 	臨死前	c=1 d=5.75111e-81 t=379685
lin wai 	林外	c=2 d=8.17849e-194 t=379685
lin yi 	林熠	c=7 d=1 t=92932
lin ze xiang 	林澤祥	c=1 d=1.78606e-147 t=379685
lin zi 	林子	c=0 d=0 t=379685
lin zi xiang 	林子祥	c=2 d=3.01815e-319 t=379685
lin zou 	臨走	c=1 d=1 t=379390
ling 	〇	c=12 d=6.74926e-199 t=379685
